Molecule Name,CDD Number,SMILES,SARS-CoV-2-NSP3-MAC1_TR-FRET-dose-response_weizmann: pIC50_Mean,SARS-CoV-2-NSP3-MAC1_TR-FRET-dose-response_weizmann: pIC50_Mean Standard Deviation (±),SARS-CoV-2-NSP3-MAC1_TR-FRET-dose-response_weizmann: pIC50_Mean Count,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Run Date,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Experiment Status,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Soaking time,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Crystal mounting result,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Completeness (High res shell),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Space Group,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Ligand confidence,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Fragalysis Link,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: CChalf (overall),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Completeness (overall),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: ISig(I) (overall),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Refinement Rwork,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Refinement Rfree,worked
ASAP-0013386,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cccc4c3NC(=O)C4)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2023-11-21,Structure analysed and rejected,,,92.9,P 1 21 1,,,,,,,,False
ASAP-0013757,,CC(C)[C@H](Nc1ncnc(N)c1Cl)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2024-02-28,Structure analysed and rejected,31/12/1899 21:49:27,,81.1,P 1 21 1,,,,,,,,False
ASAP-0013754,,CC(C)[C@@H](Nc1ncnc2n[nH]cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2024-03-20,Structure analysed and rejected,31/12/1899 21:49:27,,97.0,P 1 21 1,,,,,,,,False
ASAP-0013751,,CC(C)[C@H](Nc1ncnc2n[nH]cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2024-02-28,Structure analysed and rejected,31/12/1899 21:49:27,,,,,,,,,,,False
ASAP-0013763,,CC(C)[C@@H](Nc1cccc2nc[nH]c(=O)c12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0013766,,CC(C)[C@H](Nc1cccc2nc[nH]c(=O)c12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0013734,,CCNC(=O)c1cc2c(N[C@H](c3ccccc3N(C)S(C)(=O)=O)C(C)C)ncnc2[nH]1,,,,2024-02-28,Structure analysed and rejected,31/12/1899 21:49:27,,97.5,P 1 21 1,,,,,,,,False
ASAP-0013744,,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(=O)N(C)C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2024-03-20,Structure analysed and rejected,31/12/1899 21:49:27,,97.6,P 1 21 1,,,,,,,,False
ASAP-0013747,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(=O)N(C)C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2023-11-21,No data collected,31/12/1899 21:49:27,,,,,,,,,,,False
ASAP-0008571,,CNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)NC(=O)CO4)C(C)C)ncnc2[nH]1,,,,2024-02-28,Structure analysed and rejected,1:26:06 AM,OK: No comment:No comment,9.9,P 43,,,,,,,,False
ASAP-0008570,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CNC=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:25:49,OK: No comment:No comment,9.8,P 43,,,,,,,,False
ASAP-0008569,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CN=CC(C(=O)N(C)C)=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2024-02-28,Structure analysed and rejected,1:25:28 AM,OK: No comment:No comment,26.8,P 43,,,,,,,,False
ASAP-0008572,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)NC(=O)[C@@H](C)O2,,,,2023-11-21,Structure analysed and rejected,01:26:30,OK: No comment:No comment,11.8,P 43,,,,,,,,False
ASAP-0008573,,COCCn1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c(C#N)n1,,,,2023-11-21,Structure analysed and rejected,01:27:06,OK: No comment:No comment,11.2,P 43,,,,,,,,False
ASAP-0008565,,CNC(=O)Cn1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)cn1,,,,2024-02-28,Structure analysed and rejected,1:24:14 AM,OK: No comment:No comment,7.3,P 43,,,,,,,,False
ASAP-0008562,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=NN(C(C)C)N=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2024-03-20,Structure analysed and rejected,1:22:49 AM,OK: No comment:No comment,12.2,P 43,,,,,,,,False
ASAP-0008563,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CNN=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:23:17,OK: No comment:No comment,10.7,P 43,,,,,,,,False
ASAP-0008564,,COC(=O)C1=CC(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)=CN1,,,,2023-11-21,Structure analysed and rejected,01:23:58,OK: No comment:No comment,11.7,P 43,,,,,,,,False
ASAP-0008568,,CC1=NC=C(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)N1C,,,,2024-03-20,Structure analysed and rejected,1:25:14 AM,OK: No comment:No comment,9.6,P 43,,,,,,,,False
ASAP-0008566,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CN(C3=CC=C(F)C=C3)N=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:24:44,OK: No comment:No comment,11.2,P 43,,,,,,,,False
ASAP-0008567,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CN(CC3(C#N)CC3)N=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:24:58,OK: No comment:No comment,11.7,P 43,,,,,,,,False
ASAP-0008574,,CCc1n[nH]cc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,,,,2023-11-21,Structure analysed and rejected,01:27:53,OK: No comment:No comment,26.5,P 43,,,,,,,,False
ASAP-0008600,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C4CC4)c3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008584,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2cn[nH]c2c1,,,,,,,,,,,,,,,,,False
ASAP-0008587,,Cc1nn(C)cc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0008589,,Cc1cn[nH]c1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0008590,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C4CCC4)c3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008592,,CCn1nccc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0008594,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccnn3C)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008596,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008598,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C(C)C)c3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008602,,CNC(=O)c1cccc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c1,,,,,,,,,,,,,,,,,False
ASAP-0008575,,CC1=C(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)N(C)N=N1,,,,2023-11-21,Structure analysed and rejected,01:28:54,OK: No comment:No comment,11.5,P 43,,,,,,,,False
ASAP-0008604,,CCCn1nccc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0008607,,COC(=O)c1coc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c1,,,,,,,,,,,,,,,,,False
ASAP-0008608,,Cc1occc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0008610,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cccc(CN4CCS(=O)(=O)CC4)c3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008613,,Cc1ccc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)o1,,,,,,,,,,,,,,,,,False
ASAP-0008614,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc(CC#N)cc3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008615,,Cc1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)o1,,,,,,,,,,,,,,,,,False
ASAP-0008616,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)NC(=O)CO2,,,,,,,,,,,,,,,,,False
ASAP-0008582,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cccc(Cn4ccnc4)c3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008577,,Cc1nn(CC(N)=O)cc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,,,,2023-11-21,Structure analysed and rejected,01:29:19,OK: No comment:No comment,11.8,P 43,,,,,,,,False
ASAP-0008578,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CC(C3=CC=CC=C3)=NN1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:29:41,OK: No comment:No comment,30.3,P 43,,,,,,,,False
ASAP-0008579,,CC1=NOC2=NC=C(C3=CC4=C(N[C@@H](C5=CC=C6C(=C5)OCCO6)C(C)C)N=CN=C4N3)C=C12,,,,2023-11-21,Structure analysed and rejected,01:29:54,OK: No comment:No comment,10.9,P 43,,,,,,,,False
ASAP-0008580,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(n1)NC(=O)CO2,,,,2023-11-21,Structure analysed and rejected,01:30:09,OK: No comment:No comment,10.0,P 43,,,,,,,,False
ASAP-0008561,,CC1=C(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)C=NN1C,,,,2024-03-20,Structure analysed and rejected,1:22:32 AM,OK: No comment:No comment,10.9,P 43,,,,,,,,False
ASAP-0008543,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CN3C(=NC=C3)C=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2024-03-20,Structure analysed and rejected,1:15:32 AM,OK: No comment:No comment,15.3,P 43,,,,,,,,False
ASAP-0008541,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CC=C3NN=CC3=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:14:25,OK: No comment:No comment,11.0,P 43,,,,,,,,False
ASAP-0008542,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CC=CC(CN3CCCS3(=O)=O)=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:14:51,OK: No comment:No comment,34.7,P 43,,,,,,,,False
ASAP-0008544,,CC1=CC(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)=CN1,,,,2023-11-21,Structure analysed and rejected,01:15:47,OK: No comment:No comment,11.5,P 43,,,,,,,,False
ASAP-0008547,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CN=C(C3CC3)O1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2024-02-28,Structure analysed and rejected,1:16:34 AM,OK: No comment:No comment,,,,,,,,,,False
ASAP-0008545,,CNCC1=CC(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)=CO1,,,,2023-11-21,Structure analysed and rejected,01:16:05,OK: No comment:No comment,25.7,P 43,,,,,,,,False
ASAP-0008546,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CC3=C(C#N)C=CC=C3N1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:16:20,OK: No comment:No comment,11.0,P 43,,,,,,,,False
ASAP-0008540,,COC1=NN(C)C=C1C1=CC2=C(N[C@@H](C3=CC=C4C(=C3)OCCO4)C(C)C)N=CN=C2N1,,,,2024-03-20,Structure analysed and rejected,1:14:07 AM,OK: No comment:No comment,11.1,P 43,,,,,,,,False
ASAP-0008539,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CC=NN1C1CCC1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2024-03-20,Structure analysed and rejected,1:13:44 AM,OK: No comment:No comment,,,,,,,,,,False
ASAP-0008534,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CN(C)N=C1C#N)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:11:49,OK: No comment:No comment,8.2,P 43,,,,,,,,False
ASAP-0008535,,CC1=COC=C1C1=CC2=C(N[C@@H](C3=CC=C4C(=C3)OCCO4)C(C)C)N=CN=C2N1,,,,2023-11-21,Structure analysed and rejected,01:12:16,OK: No comment:No comment,11.8,P 43,,,,,,,,False
ASAP-0008536,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CC=NC(N3CCCC3)=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:12:40,OK: No comment:No comment,20.7,P 43,,,,,,,,False
ASAP-0008537,,CC(=O)C1=CC=C(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)N1,,,,2023-11-21,Structure analysed and rejected,01:13:07,OK: No comment:No comment,29.6,P 43,,,,,,,,False
ASAP-0008538,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=NN(C3CCC3)N=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:13:23,OK: No comment:No comment,11.9,P 43,,,,,,,,False
ASAP-0008558,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CN=C3C(=C1)CC(=O)N3)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:21:53,OK: No comment:No comment,32.0,P 43,,,,,,,,False
ASAP-0008555,,CC1=NNC(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)=C1C,,,,2024-02-28,Structure analysed and rejected,1:19:53 AM,OK: No comment:No comment,19.4,P 43,,,,,,,,False
ASAP-0008556,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CN(C)N=C1C1CC1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:20:35,OK: No comment:No comment,52.3,P 43,,,,,,,,False
ASAP-0008557,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)N(C)C(=O)CO2,,,,2023-11-21,Structure analysed and rejected,01:21:39,OK: No comment:No comment,45.3,P 43,,,,,,,,False
ASAP-0008548,,CC1=CC(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)=NN1C,,,,2023-11-21,Structure analysed and rejected,01:17:09,OK: No comment:No comment,9.8,P 43,,,,,,,,False
ASAP-0008559,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CC=NN1C(C)C)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:22:06,OK: No comment:No comment,11.8,P 43,,,,,,,,False
ASAP-0008560,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CC=CO1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:22:18,OK: No comment:No comment,10.7,P 43,,,,,,,,False
ASAP-0008554,,CC1=C(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)OC=C1,,,,2024-03-20,Structure analysed and rejected,1:19:39 AM,OK: No comment:No comment,19.4,P 43,,,,,,,,False
ASAP-0008549,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CC=C(S(N)(=O)=O)C=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:17:31,OK: No comment:No comment,11.7,P 43,,,,,,,,False
ASAP-0008550,,CCN1N=CC(C2=CC3=C(N[C@@H](C4=CC=C5C(=C4)OCCO5)C(C)C)N=CN=C3N2)=N1,,,,2023-11-21,Structure analysed and rejected,01:17:51,OK: No comment:No comment,56.7,P 43,,,,,,,,False
ASAP-0008551,,CC1=CN(C)N=C1C1=CC2=C(N[C@@H](C3=CC=C4C(=C3)OCCO4)C(C)C)N=CN=C2N1,,,,2023-11-21,Structure analysed and rejected,01:18:15,OK: No comment:No comment,11.0,P 43,,,,,,,,False
ASAP-0008552,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=CC=C(C#N)N=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:19:01,OK: No comment:No comment,8.1,P 43,,,,,,,,False
ASAP-0008553,,CC(C)[C@@H](NC1=C2C(=NC=N1)NC(C1=C(C#N)OC=C1)=C2)C1=CC=C2C(=C1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:19:20,OK: No comment:No comment,19.4,P 43,,,,,,,,False
ASAP-0008617,,CC(C)[C@@H](Nc1ncnc2[nH]c(C3=CCCN(C(=O)OCc4ccccc4)C3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008618,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn([C@@H](C)C(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008619,,CC(C)[C@@H](Nc1ncnc2[nH]c([C@@H]3CCCNC3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0010715,,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(n1)OCCO2,,,,2024-03-20,Structure analysed and rejected,,,97.0,P 1 21 1,,,,,,,,False
ASAP-0010710,,CC(C)[C@@H](Nc1ncnc2[nH]c([C@@]3(O)CCCNC3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0010707,,CC(C)[C@@H](Nc1cnc2[nH]cnc2c1)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0008703,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3(CO)CCC3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008704,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3(C#N)CC3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008705,,COc1nc(NC(=O)c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)n[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0008706,,Cc1ncn(C)c1NC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0008707,,CC(C)[C@@H](Nc1ccnc2nn[nH]c12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0008708,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NC3CN(C)C3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008709,,CC(C)[C@@H](Nc1n[nH]c2ncccc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0008710,,CC(C)[C@@H](Nc1ncnc2[nH]c([C@@]3(O)CCCN(C(=O)OCc4ccccc4)C3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008712,,CC(C)[C@@H](Nc1ncnc2[nH]c([C@@]3(O)CCOC3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0010705,,O=C1NCCc2ccc(CNc3ncnc4[nH]ccc34)cc21,,,,,,,,,,,,,,,,,False
ASAP-0010706,,CC(C)[C@@H](Nc1ccnc2nccn12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0008701,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC(C)(C)C#N)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0010733,,CCc1[nH]nnc1NC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,,,,,,,,,,,,,,,,,False
ASAP-0010727,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCc3ccno3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0010728,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)N[C@H]3[C@@H]4COC[C@H]34)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0010729,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3CN(C)C3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0010730,,Cc1ncc(CNC(=O)c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)o1,,,,,,,,,,,,,,,,,False
ASAP-0010731,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCCc3c[nH]nn3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0010732,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCc3nncn3C)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0010737,,CC(C)[C@@H](Nc1nccc2[nH]c(=O)[nH]c12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0010717,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)Nc3ncco3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0010718,,O=C(O)CC(NC(=O)c1ncnc2[nH]ccc12)c1ccc(NC2C[C@H]3CC(CO)C[C@@H]23)cc1,,,,,,,,,,,,,,,,,False
ASAP-0010720,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)Nc3cn(C)nc3O)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008702,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)Nc3cnoc3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008700,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCCc3cnco3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008620,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2nn[nH]c2c1,,,,,,,,,,,,,,,,,False
ASAP-0008657,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCCC3CN(C)C3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008648,,CC(C)(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008649,,Cc1nnc(CNC(=O)c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)o1,,,,,,,,,,,,,,,,,False
ASAP-0008650,,COCCNC(=O)c1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)c12,,,,,,,,,,,,,,,,,False
ASAP-0008651,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0008654,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)Nc3cn[nH]c3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008655,,Cc1cc(CNC(=O)c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)[nH]n1,,,,,,,,,,,,,,,,,False
ASAP-0008656,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCCn3cncn3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008658,,CNc1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)c12,,,,,,,,,,,,,,,,,False
ASAP-0008674,,CC(C)[C@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,2024-02-28,Structure analysed and rejected,,,56.1,P 1 21 1,,,,,,,,False
ASAP-0008660,,CC(C)[C@@H](c1ccc2c(c1)OCCO2)N(C)c1ncnc2[nH]c(Br)cc12,,,,,,,,,,,,,,,,,False
ASAP-0008662,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NC3COC3)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008664,,CC(C)[C@@H](c1ccc2c(c1)OCCO2)N(C)c1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12,,,,,,,,,,,,,,,,,False
ASAP-0008666,,CC(C)[C@@H](Nc1ccnc2[nH]ncc12)c1ccc2c(c1)S(=O)(=O)CCC2,,,,,,,,,,,,,,,,,False
ASAP-0008670,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)O)cc12)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,False
ASAP-0008673,,Cc1ccc([C@@H](Nc2ncnc3[nH]ccc23)C(C)C)cc1S(C)(=O)=O,,,,,,,,,,,,,,,,,False
ASAP-0008644,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(n1)NC(=O)CO2,,,,,,,,,,,,,,,,,False
