Molecule Name,CDD Number,SMILES,SARS-CoV-2-NSP3-MAC1_TR-FRET-dose-response_weizmann: pIC50_Mean,SARS-CoV-2-NSP3-MAC1_TR-FRET-dose-response_weizmann: pIC50_Mean Standard Deviation (±),SARS-CoV-2-NSP3-MAC1_TR-FRET-dose-response_weizmann: pIC50_Mean Count,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Run Date,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Experiment Status,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Soaking time,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Crystal mounting result,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Completeness (High res shell),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Space Group,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Ligand confidence,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Fragalysis Link,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: CChalf (overall),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Completeness (overall),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: ISig(I) (overall),SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Refinement Rwork,SARS-COV-2-NSP3-MAC1_X-ray_Diamond: Refinement Rfree,worked
ASAP-0008352,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)CCNC2=O,,,,2023-11-21,Structure analysed and rejected,01:31:34,OK: No comment:No comment,62.7,P 43,,,,,,,,False
ASAP-0008391,,CC(C)[C@@H](Nc1ncnc2[nH]cc(C#N)c12)c1ccc2c(c1)OCCO2,,,,2024-02-28,Structure analysed and rejected,1:27:53 AM,OK: No comment:Cracked,74.9,P 43,,,,,,,,False
ASAP-0008390,,CC(C)[C@H](Nc1ncnc2[nH]ccc12)C(=O)O,,,,2023-11-21,Structure analysed and rejected,01:27:01,OK: No comment:Cracked,67.0,P 43,,,,,,,,False
ASAP-0008395,,CNc1nc(N[C@@H](c2ccc3c(c2)OCCO3)C(C)C)c2cc[nH]c2n1,,,,2023-11-21,Structure analysed and rejected,01:28:40,OK: No comment:Cracked,21.0,P 43,,,,,,,,False
ASAP-0008389,,O=C(O)[C@@H](Nc1ncnc2[nH]ccc12)C1CC1,,,,2024-03-20,Structure analysed and rejected,1:18:49 AM,OK: No comment:Cracked,,,,,,,,,,False
ASAP-0008380,,CC(C)C[C@@H](Nc1ncnc2[nH]ccc12)C(=O)O,,,,2023-11-21,Structure analysed and rejected,01:30:49,OK: No comment:Cracked,100.0,P 43,,,,,,,,False
ASAP-0008341,,COc1ccc([C@@H](Cc2nn[nH]n2)NC(=O)c2nc(OC)nc3[nH]ccc23)cc1,,,,2023-11-21,Structure analysed and rejected,01:27:07,OK: No comment:No comment,93.3,P 43,,,,,,,,False
ASAP-0008342,,O=C(O)[C@@H](CC(F)F)Nc1ncnc2[nH]ccc12,4.06,0.0481,2.0,2024-03-20,Structure analysed and rejected,1:27:33 AM,OK: No comment:No comment,27.7,P1,,,,,,,,False
ASAP-0008339,,CNc1nc(C(=O)N[C@@H](Cc2nn[nH]n2)c2ccc(OC)cc2)c2ccnc-2[nH]1,,,,2024-03-20,Structure analysed and rejected,1:18:05 AM,OK: No comment:Cracked,,,,,,,,,,False
ASAP-0008337,,Cc1nnc(Nc2ccc(C(=O)N[C@H]3c4cccc(O)c4C[C@@H]3C(=O)O)cc2)o1,< 4.00,0.0,2.0,2023-11-21,Structure analysed and rejected,01:26:02,OK: No comment:No comment,8.8,P 43,,,,,,,,False
ASAP-0008346,,CCC[C@H](Nc1ncnc2[nH]ccc12)C(=O)O,< 4.00,0.0,2.0,2024-03-20,Structure analysed and rejected,1:29:23 AM,OK: No comment:No comment,,,,,,,,,,False
ASAP-0008343,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)CCCS2(=O)=O,5.55,0.0404,2.0,2023-11-21,Structure analysed and rejected,01:28:02,OK: No comment:No comment,42.8,P 43,,,,,,,,False
ASAP-0008344,,O=C(Nc1ccc(C(=O)N[C@@H]2c3ccccc3C[C@@H]2C(=O)O)cc1)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:28:50,OK: No comment:No comment,28.3,P 43,,,,,,,,False
ASAP-0008345,,COc1ccc([C@@H](Cc2nn[nH]n2)NC(=O)c2nc(C)nc3[nH]ccc23)cc1,5.76,0.0329,2.0,2023-11-21,Structure analysed and rejected,01:29:08,OK: No comment:No comment,89.5,P 43,,,,,,,,False
ASAP-0008336,,Cc1nnc(Nc2ccc(C(=O)N[C@H]3c4cccc(O)c4C[C@H]3C(=O)O)cc2)o1,,,,2024-03-20,Structure analysed and rejected,1:25:29 AM,OK: No comment:No comment,11.7,P 43,,,,,,,,False
ASAP-0008430,,CC(C)[C@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)NC(=O)CO2,,,,2023-11-21,Structure analysed and rejected,01:23:18,OK: No comment:No comment,60.0,P 43,,,,,,,,False
ASAP-0008423,,O=C(O)[C@H](CC1CCCCC1)Nc1ncnc2[nH]ccc12,,,,2024-03-20,Structure analysed and rejected,1:26:20 AM,OK: No comment:Cracked,100.0,P 43,,,,,,,,False
ASAP-0008426,,O=C(O)[C@H]1C[C@H](O)CN1c1ncnc2[nH]ccc12,,,,2023-11-21,Structure analysed and rejected,01:26:55,OK: No comment:No comment,70.9,P 43,,,,,,,,False
ASAP-0008431,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)NC(=O)CO2,,,,2023-11-21,Structure analysed and rejected,01:01:27,OK: No comment:No comment,25.5,P 43,,,,,,,,False
ASAP-0008421,,COc1ccc(C(=O)Nc2ccc(C(=O)N[C@@H]3c4ccccc4C[C@@H]3C(=O)O)cc2)cc1S(=O)(=O)NCCN1CCCC1,,,,2024-02-28,Structure analysed and rejected,1:29:41 AM,OK: No comment:Jelly,47.1,P 43,,,,,,,,False
ASAP-0008419,,O=C(Nc1ccc(C(=O)N[C@@H]2c3ccccc3C[C@@H]2C(=O)O)cc1)c1ccc(C(=O)NC2CC2)cc1,,,,2023-11-21,Structure analysed and rejected,01:28:14,OK: No comment:Cracked,34.1,P 43,,,,,,,,False
ASAP-0008422,,O=C(Nc1ccc(C(=O)N[C@@H]2c3ccccc3C[C@@H]2C(=O)O)cc1)c1ccc(N2CCC(O)CC2)cc1,,,,2023-11-21,Structure analysed and rejected,01:26:43,OK: No comment:Cracked,11.0,P 43,,,,,,,,False
ASAP-0008438,,CC(C)[C@@H](Nc1ncnc2[nH]c(C(N)=O)cc12)c1ccc2c(c1)OCCO2,,,,2024-03-20,Structure analysed and rejected,1:21:07 AM,OK: No comment:No comment,35.8,P 43,,,,,,,,False
ASAP-0008443,,COC(=O)c1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)c12,,,,2023-11-21,Structure analysed and rejected,01:22:41,OK: No comment:No comment,12.5,P 43,,,,,,,,False
ASAP-0008435,,O=C(O)[C@H]1C[C@@H](F)CN1c1ncnc2[nH]ccc12,,,,2023-11-21,Structure analysed and rejected,01:21:30,OK: No comment:No comment,11.6,P 43,,,,,,,,False
ASAP-0008437,,COc1ccc([C@@H]2CN(C(=O)c3ncnc4[nH]ccc34)C[C@H]2C(=O)O)cc1,,,,2023-11-21,Structure analysed and rejected,01:24:56,OK: No comment:No comment,59.0,P 43,,,,,,,,False
ASAP-0008400,,CC(C)[C@@H](Nc1nc(N(C)C)nc2[nH]ccc12)c1ccc2c(c1)OCCO2,,,,2024-02-28,Structure analysed and rejected,1:19:52 AM,OK: No comment:Cracked,98.3,P 43,,,,,,,,False
ASAP-0008399,,CC(C)[C@@H](Nc1ncnc2[nH]cc(C(N)=O)c12)c1ccc2c(c1)OCCO2,,,,2024-02-28,Structure analysed and rejected,1:25:13 AM,OK: No comment:Cracked,91.7,P 43,,,,,,,,False
ASAP-0008406,,CNC(=O)c1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)c12,,,,2023-11-21,Structure analysed and rejected,01:36:16,OK: No comment:No comment,100.0,P 43,,,,,,,,False
ASAP-0008403,,CO[C@H]1C[C@@H](C(=O)O)N(c2ncnc3[nH]ccc23)C1,,,,2023-11-21,Structure analysed and rejected,01:29:06,OK: No comment:Cracked,97.5,P 43,,,,,,,,False
ASAP-0008397,,CC(C)[C@@H](Nc1ncnc2[nH]cc(Cl)c12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:27:36,OK: No comment:Cracked,8.4,P 43,,,,,,,,False
ASAP-0008398,,CC(C)[C@@H](Nc1nc(C2CC2)nc2[nH]ccc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:34:07,OK: No comment:No comment,90.8,P 43,,,,,,,,False
ASAP-0008416,,O=C(O)[C@@H]1CC2(CCCCC2)CN1C1=C2C(=NC=N1)NC=C2,,,,2024-03-20,Structure analysed and rejected,1:25:53 AM,OK: No comment:Cracked,57.7,P 43,,,,,,,,False
ASAP-0008414,,CC(C)[C@@H](Nc1ncnc2[nH]cc(S(N)(=O)=O)c12)c1ccc2c(c1)OCCO2,,,,2024-02-28,Structure analysed and rejected,1:35:59 AM,OK: No comment:No comment,34.4,P 43,,,,,,,,False
ASAP-0008417,,N#Cc1ccc(C(=O)Nc2ccc(C(=O)N[C@@H]3c4ccccc4C[C@@H]3C(=O)O)cc2)cc1,,,,2023-11-21,Structure analysed and rejected,01:29:20,OK: No comment:Cracked,36.2,P 43,,,,,,,,False
ASAP-0008413,,CC(C)[C@@H](Nc1ncnc2[nH]cc(C(=O)N(C)C)c12)c1ccc2c(c1)OCCO2,,,,2024-03-20,Structure analysed and rejected,1:21:15 AM,OK: No comment:Cracked,81.0,P 43,,,,,,,,False
ASAP-0008407,,COC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,,,,2023-11-21,Structure analysed and rejected,01:31:26,OK: No comment:No comment,11.2,P 43,,,,,,,,False
ASAP-0008290,,COCc1noc(C)c1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,,,,2024-02-28,Structure analysed and rejected,1:17:38 AM,OK: No comment:No comment,28.4,P 43,,,,,,,,False
ASAP-0008289,,c1nc(N[C@@H](c2ccc3c(c2)OCCO3)C2CCCC2)c2cc[nH]c2n1,,,,2023-11-21,Structure analysed and rejected,01:17:12,OK: No comment:No comment,10.2,P 43,,,,,,,,False
ASAP-0008288,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,6.43,0.0184,2.0,2024-03-20,Structure analysed and rejected,1:16:54 AM,OK: No comment:No comment,,,,,,,,,,False
ASAP-0008291,,COc1ccc(CN(c2ncnc3[nH]ccc23)C(C)C)cc1OC,< 4.00,,1.0,2023-11-21,Structure analysed and rejected,01:18:06,OK: No comment:No comment,8.1,P 43,,,,,,,,False
ASAP-0008299,,COc1ccc([C@@H](CC(=O)O)NC(=O)c2cc3cccc(NC(=O)NC4CC4)c3[nH]2)cc1,< 4.00,,1.0,2024-02-28,Structure analysed and rejected,1:22:07 AM,OK: No comment:No comment,8.8,P 43,,,,,,,,False
ASAP-0008292,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc(C(F)(F)F)cc1,,,,2023-11-21,Structure analysed and rejected,01:18:27,OK: No comment:No comment,10.4,P 43,,,,,,,,False
ASAP-0008297,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1cccc(C(F)(F)F)c1,4.1,0.0213,2.0,2024-02-28,Structure analysed and rejected,1:13:12 AM,OK: No comment:No comment,,,,,,,,,,False
ASAP-0008296,,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]c3cc(F)ccc3c12)c1ccc(Br)cc1,6.0,0.00414,2.0,2023-11-21,Structure analysed and rejected,01:12:46,OK: No comment:Cracked,28.0,P 43,,,,,,,,False
ASAP-0008298,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1cc2c(cn1)OCCO2,5.23,0.00549,2.0,2023-11-21,Structure analysed and rejected,01:21:43,OK: No comment:No comment,11.8,P 43,,,,,,,,False
ASAP-0008295,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1cnc2c(c1)OCCO2,< 4.00,,1.0,2024-03-20,Structure analysed and rejected,1:12:23 AM,OK: No comment:No comment,8.1,P 43,,,,,,,,False
ASAP-0008293,,COC(=O)c1c[nH]c(-c2cc(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncn2)c1,< 4.00,,1.0,2023-11-21,Structure analysed and rejected,01:18:53,OK: No comment:No comment,12.3,P 43,,,,,,,,False
ASAP-0008294,,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnoc3)cc12)c1ccc2c(c1)OCCO2,< 4.26,0.369,2.0,2023-11-21,Structure analysed and rejected,01:19:22,OK: No comment:No comment,59.8,P 43,,,,,,,,False
ASAP-0008276,,CNc1cccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)c1,,,,2024-02-28,Data collection failed,1:05:39 AM,FAIL: No comment:No comment,,,,,,,,,,False
ASAP-0008286,,c1nc(N2CCC[C@@H]2c2ccc3c(c2)OCCO3)c2cc[nH]c2n1,,,,2024-03-20,Structure analysed and rejected,1:06:24 AM,OK: No comment:No comment,8.4,P 43,,,,,,,,False
ASAP-0008279,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCCO2,,,,2024-03-20,Structure analysed and rejected,12:57:19 AM,OK: No comment:No comment,11.4,P 43,,,,,,,,False
ASAP-0008277,,CC(C)(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:13:52,OK: No comment:No comment,25.2,P 43,,,,,,,,False
ASAP-0008278,,CC(C)[C@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:14:40,OK: No comment:No comment,10.3,P 43,,,,,,,,False
ASAP-0008323,,CC(C)[C@@H](Nc1cc(-c2c[nH]cn2)ncn1)c1ccc2c(c1)OCCO2,< 4.00,,1.0,2023-11-21,Structure analysed and rejected,01:14:58,OK: No comment:No comment,21.5,P 43,,,,,,,,False
ASAP-0008322,,CO[C@@H]1C[C@@H](C(=O)O)N(c2ncnc3[nH]ccc23)C1,< 4.00,0.0,2.0,2024-03-20,Structure analysed and rejected,1:14:20 AM,OK: No comment:No comment,94.5,P 43,,,,,,,,False
ASAP-0008325,,O=C(O)[C@@H](Nc1ncnc2[nH]ccc12)C1CC(F)(F)C1,< 4.00,0.0,2.0,2023-11-21,Structure analysed and rejected,01:15:36,OK: No comment:No comment,12.7,P 43,,,,,,,,False
ASAP-0008326,,Cc1nc(N[C@@H](c2ccc3c(c2)OCCO3)C(C)C)c2cc[nH]c2n1,< 4.00,0.0,2.0,2023-11-21,Structure analysed and rejected,01:16:02,OK: No comment:No comment,11.1,P 43,,,,,,,,False
ASAP-0008321,,O=C(O)[C@@H]1[C@@H](c2ccccc2)CCN1c1ncnc2[nH]ccc12,< 4.00,0.0,2.0,2024-02-28,Structure analysed and rejected,1:43:57 AM,OK: No comment:No comment,,,,,,,,,,False
ASAP-0008320,,O=C(O)[C@@H](CC1CCCCC1)Nc1ncnc2[nH]ccc12,4.14,0.0135,2.0,2024-02-28,Structure analysed and rejected,1:13:26 AM,OK: No comment:No comment,11.5,P 43,,,,,,,,False
ASAP-0008334,,Cc1nnc(Nc2ccc(C(=O)N[C@@H]3c4cccc(O)c4C[C@H]3C(=O)O)cc2)o1,4.59,0.00799,2.0,2024-03-20,Structure analysed and rejected,1:24:53 AM,OK: No comment:No comment,71.7,P 43,,,,,,,,False
ASAP-0008335,,Cc1nnc(Nc2ccc(C(=O)N[C@@H]3c4cccc(O)c4C[C@@H]3C(=O)O)cc2)o1,5.14,0.00957,2.0,2023-11-21,Structure analysed and rejected,01:25:06,OK: No comment:No comment,8.9,P 43,,,,,,,,False
ASAP-0008328,,CC(C)[C@@H](Nc1cnc(C(=O)O)cn1)c1ccc2c(c1)OCCO2,< 4.00,,1.0,2024-03-20,Structure analysed and rejected,1:12:24 AM,OK: No comment:No comment,12.1,P 43,,,,,,,,False
ASAP-0008327,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,6.85,0.0339,2.0,2023-11-21,Structure analysed and rejected,00:58:17,OK: No comment:No comment,11.1,P 43,,,,,,,,False
ASAP-0008319,,O=C(O)[C@@H]1C[C@@H]2OCC[C@@H]2N1c1ncnc2[nH]ccc12,< 4.00,0.0,2.0,2024-03-20,Structure analysed and rejected,1:09:00 AM,OK: No comment:No comment,11.7,P 43,,,,,,,,False
ASAP-0008303,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccncc1,4.47,,1.0,2024-02-28,Structure analysed and rejected,1:11:46 AM,OK: No comment:No comment,19.1,P 43,,,,,,,,False
ASAP-0008305,,c1nc(N[C@@H](c2ccc3c(c2)OCCO3)[C@@H]2CCN2)c2cc[nH]c2n1,< 4.00,,1.0,2023-11-21,Structure analysed and rejected,01:12:28,OK: No comment:No comment,8.5,P 43,,,,,,,,False
ASAP-0008306,,O=C(Nc1cccc2c(C(=O)N[C@@H]3c4ccccc4C[C@@H]3C(=O)O)c[nH]c12)NC1CC1,5.69,0.0633,2.0,2024-03-20,Structure analysed and rejected,1:12:43 AM,OK: No comment:Cracked,11.1,P 43,,,,,,,,False
ASAP-0008300,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)C(=O)NCC2,5.63,0.0255,2.0,2023-11-21,Structure analysed and rejected,01:22:26,OK: No comment:No comment,7.9,P 43,,,,,,,,False
ASAP-0008301,,Cc1nn(CC(C)C)c(Cl)c1[C@@H]1CCCN1c1ncnc2[nH]ccc12,< 4.00,,1.0,2023-11-21,Structure analysed and rejected,01:10:55,OK: No comment:No comment,12.9,P 43,,,,,,,,False
ASAP-0008312,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCC(=O)N2,4.59,0.036,2.0,2023-11-21,Structure analysed and rejected,01:14:51,OK: No comment:No comment,11.3,P 43,,,,,,,,False
ASAP-0008310,,CC(C)[C@@H](Nc1ccc(NC(=O)NC2CC2)cc1)c1ccc2c(c1)OCCO2,< 4.00,,1.0,2024-03-20,Structure analysed and rejected,1:14:00 AM,OK: No comment:No comment,11.2,P 43,,,,,,,,False
ASAP-0008311,,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)N(C)CCO2,4.53,0.04,2.0,2023-11-21,Structure analysed and rejected,01:14:20,OK: No comment:No comment,28.5,P 43,,,,,,,,False
ASAP-0008307,,O=C(Nc1cccc2c(C(=O)N[C@H]3c4ccccc4C[C@H]3C(=O)O)c[nH]c12)NC1CC1,5.14,0.0535,2.0,2023-11-21,Structure analysed and rejected,01:13:01,OK: No comment:Cracked,10.3,P 43,,,,,,,,False
ASAP-0008308,,CNC(=O)c1cccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)c1,4.74,0.0223,2.0,2023-11-21,Structure analysed and rejected,01:13:23,OK: No comment:Cracked,7.6,P 43,,,,,,,,False
ASAP-0008309,,CC(C)[C@@H](Nc1cc(-c2cc[nH]n2)ncn1)c1ccc2c(c1)OCCO2,< 4.00,,1.0,2023-11-21,Structure analysed and rejected,01:13:37,OK: No comment:No comment,7.8,P 43,,,,,,,,False
ASAP-0000683,,CC(C)[C@@H](NCc1ncc[nH]1)c1ccc2c(c1)OCCO2,,,,2023-11-21,Structure analysed and rejected,01:17:24,OK: No comment:No comment,12.8,P 43,,,,,,,,False
ASAP-0000686,,Cc1[nH]c2ncnc(NC(=O)[C@@H]3Cc4ccccc4CO3)c2c1C,,,,2024-03-20,Experiment pending,,,,,,,,,,,,False
ASAP-0000451,,OC(=O)c1ccc(C(=O)N2CCC(c3ccn4ncc(C(=O)N5CCCCC5)c4c3)CC2)o1,,,,2023-11-21,Structure analysed and rejected,01:35:39,OK: No comment:No comment,35.0,P 43,,,,,,,,False
ASAP-0000449,,Cn1nc(C(=O)N2CCC(c3ccn4ncc(C(=O)N5CCCCC5)c4c3)CC2)cc1C(O)=O,,,,2024-03-20,Structure analysed and rejected,1:33:22 AM,OK: No comment:No comment,25.0,P 43,,,,,,,,False
ASAP-0000335,,FC1=CN=C(C(=O)N(CCC(=O)N2CCNCC2)CC2=CC(Cl)=CC=C2)C=C1,,,,2024-02-28,Structure analysed and rejected,1:05:07 AM,OK: No comment:No comment,23.3,P 43,,,,,,,,False
ASAP-0000330,,CC1=C(C(=O)N2CCC(C3=CC4=C(C(=O)N5CCCCC5)C=NN4C=C3)CC2)C(C)=NN1,,,,2023-11-21,Structure analysed and rejected,01:12:48,OK: No comment:No comment,22.3,P 43,,,,,,,,False
ASAP-0000350,,OC(=O)[C@@H]1CCC[C@@H]1NC(=O)C1=C2C=C(C3CCN(C(=O)C4=CC=CC=C4)CC3)C=CN2N=C1,,,,2023-11-21,Structure analysed and rejected,01:30:25,OK: No comment:No comment,48.9,P 43,,,,,,,,False
ASAP-0000345,,O=C(N1CCC(C2=CC3=C(C(=O)N4CCCCC4)C=NN3C=C2)CC1)C1=CN=CN1,,,,2023-11-21,Structure analysed and rejected,01:15:23,OK: No comment:No comment,22.8,P 43,,,,,,,,False
ASAP-0000329,,OC1=CC(C(=O)N2CCC(C3=CC4=C(C(=O)N5CCCCC5)C=NN4C=C3)CC2)=NC=C1,,,,2024-03-20,Structure analysed and rejected,1:26:20 AM,OK: No comment:No comment,29.1,P 43,,,,,,,,False
ASAP-0000324,,CO[C@@H]1CCCN(C(=O)C2=C3C=C(C4CCN(C(=O)C5=CC=CC=C5)CC4)C=CN3N=C2)C1,,,,2024-02-28,Structure analysed and rejected,1:25:04 AM,OK: No comment:No comment,57.0,P 43,,,,,,,,False
ASAP-0000327,,CC1=NC(C(=O)N2CCC(C3=CC4=C(C(=O)N5CCCCC5)C=NN4C=C3)CC2)=CC=N1,,,,2023-11-21,Structure analysed and rejected,01:12:04,OK: No comment:No comment,29.9,P 43,,,,,,,,False
ASAP-0000328,,O=C(N1CCC(C2=CC3=C(C(=O)N4CCCCC4)C=NN3C=C2)CC1)C1=CN2N=CC=CC2=N1,,,,2023-11-21,Structure analysed and rejected,01:12:19,OK: No comment:No comment,21.8,P 43,,,,,,,,False
ASAP-0000396,,O=C(c1ccccc1)N1CCC(c2ccn3ncc(C(=O)N4CCCC[C@H](O)C4)c3c2)CC1,,,,2024-02-28,Structure analysed and rejected,1:05:43 AM,OK: No comment:No comment,25.3,P 43,,,,,,,,False
ASAP-0000389,,Sc1ncccc1C(=O)N1CCC(c2ccn3ncc(C(=O)N4CCCCC4)c3c2)CC1,,,,2023-11-21,Structure analysed and rejected,01:03:09,OK: No comment:No comment,39.0,P 43,,,,,,,,False
ASAP-0000430,,O=C(N1CCC(c2ccn3ncc(C(=O)N4CCCCC4)c3c2)CC1)c1nnn[nH]1,,,,2023-11-21,Structure analysed and rejected,01:30:20,OK: No comment:No comment,43.8,P 43,,,,,,,,False
ASAP-0000383,,O=C(N1CCCCC1)c1cnn2ccc(C3CCN(C(=O)c4c[nH]c(=O)cn4)CC3)cc12,,,,2024-03-20,Structure analysed and rejected,1:01:23 AM,OK: No comment:No comment,38.5,P 43,,,,,,,,False
ASAP-0000360,,OC(=O)C1=C(C(=O)N2CCC(C3=CC4=C(C(=O)N5CCCCC5)C=NN4C=C3)CC2)SC=C1,,,,2023-11-21,Structure analysed and rejected,01:19:39,OK: No comment:No comment,25.3,P 43,,,,,,,,False
ASAP-0000361,,CCN(CC1=NN=C(C)O1)C(=O)C1=C2C=C(C3CCN(C(=O)C4=CC=CC=C4)CC3)C=CN2N=C1,,,,2023-11-21,Structure analysed and rejected,01:19:54,OK: No comment:No comment,38.0,P 43,,,,,,,,False
ASAP-0000503,,CC(C)[C@@H](CCN(C)C(=O)c1cccc2cc(F)ccc12)Nc1ncnc2[nH]ccc12,,,,2023-11-21,Structure analysed and rejected,01:22:49,OK: No comment:No comment,36.3,P 43,,,,,,,,False
ASAP-0000501,,Cc1csc(NC(=O)CSC[C@@H](NC(=O)c2ncnc3[nH]ccc23)C(O)=O)n1,,,,2024-03-20,Structure analysed and rejected,1:21:31 AM,OK: No comment:No comment,,,,,,,,,,False
ASAP-0000502,,COc1ccc2c(c1)CCN(c1ncnc3[nH]ccc13)[C@H]2C(C)C,,,,2023-11-21,Structure analysed and rejected,01:22:25,OK: No comment:No comment,40.8,P 43,,,,,,,,False
ASAP-0000504,,CC(C)(C)n1cc([C@H]2N(c3ncnc4[nH]ccc34)CC23CCOCC3)cn1,,,,2024-03-20,Structure analysed and rejected,1:09:09 AM,OK: No comment:No comment,26.2,P 43,,,,,,,,False
ASAP-0000498,,CC(C)[C@@H](CCN(C)C(=O)c1ccc2nc(C)sc2c1)Nc1ncnc2[nH]ccc12,,,,2023-11-21,Structure analysed and rejected,01:05:36,OK: No comment:No comment,40.0,P 43,,,,,,,,False
ASAP-0000499,,CC(C)[C@@H](CCN(C)C(=O)c1nsc2ccc(C)cc12)Nc1ncnc2[nH]ccc12,,,,2023-11-21,Structure analysed and rejected,01:20:20,OK: No comment:No comment,40.4,P 43,,,,,,,,False
ASAP-0000500,,CC(C)[C@@H](CCN(C)C(=O)c1cc2nccnc2cc1F)Nc1ncnc2[nH]ccc12,,,,2023-11-21,Structure analysed and rejected,01:20:52,OK: No comment:No comment,73.6,P 43,,,,,,,,False
ASAP-0000505,,CC(C)[C@@H](CCN(C)C(=O)[C@@H]1Cc2cc(C)ccc2S1)Nc1ncnc2[nH]ccc12,,,,2023-11-21,Structure analysed and rejected,01:24:51,OK: No comment:No comment,16.3,P 43,,,,,,,,False
ASAP-0000497,,CC(C)[C@@H](CCN(C)C(=O)[C@H]1CCc2ncnc(C)c2C1)Nc1ncnc2[nH]ccc12,,,,2024-03-20,Structure analysed and rejected,1:04:37 AM,OK: No comment:No comment,43.0,P 43,,,,,,,,False
ASAP-0000510,,OC(=O)c1cn(CCNC(=O)c2ncnc3[nH]ccc23)cn1,,,,2023-11-21,Structure analysed and rejected,01:14:16,OK: No comment:No comment,22.9,P 43,,,,,,,,False
ASAP-0000508,,Cn1cc([C@@H](Nc2ncnc3[nH]ccc23)c2ccc(F)cc2)cn1,,,,2024-03-20,Structure analysed and rejected,1:13:21 AM,OK: No comment:No comment,23.7,P 43,,,,,,,,False
ASAP-0000509,,OC(=O)c1cn(CCCNC(=O)c2ncnc3[nH]ccc23)nn1,,,,2023-11-21,Structure analysed and rejected,01:26:40,OK: No comment:No comment,48.9,P 43,,,,,,,,False
ASAP-0000511,,CC(C)[C@@H](CN1CCCCC1)Nc1ncnc2[nH]ccc12,,,,2023-11-21,Structure analysed and rejected,01:27:34,OK: No comment:No comment,55.6,P 43,,,,,,,,False
ASAP-0000506,,C[C@@H](Cc1ccc(Cl)s1)Nc1ccc([C@@H](CC(O)=O)NC(=O)c2ncnc3[nH]ccc23)cc1,,,,2023-11-21,Structure analysed and rejected,01:25:29,OK: No comment:No comment,44.0,P 43,,,,,,,,False
ASAP-0000507,,C[C@H]1C[C@H]1c1nnc(Nc2ccc([C@@H](CC(O)=O)NC(=O)c3ncnc4[nH]ccc34)cc2)o1,,,,2023-11-21,Structure analysed and rejected,01:25:45,OK: No comment:No comment,41.7,P 43,,,,,,,,False
